INFO - train - Running command 'run_experiment'
INFO - train - Started run with ID "10"
2017-09-10 12:34:22.315489: I tensorflow/core/common_runtime/gpu/gpu_device.cc:940] Found device 0 with properties: 
name: Tesla M60
major: 5 minor: 2 memoryClockRate (GHz) 1.1775
pciBusID 0000:87:00.0
Total memory: 7.93GiB
Free memory: 7.86GiB
2017-09-10 12:34:22.315538: I tensorflow/core/common_runtime/gpu/gpu_device.cc:961] DMA: 0 
2017-09-10 12:34:22.315547: I tensorflow/core/common_runtime/gpu/gpu_device.cc:971] 0:   Y 
2017-09-10 12:34:22.315562: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1030] Creating TensorFlow device (/gpu:0) -> (device: 0, name: Tesla M60, pci bus id: 0000:87:00.0)
run, epoch, step, training accuracy, validation accuracy
0, 15, 3800, 0.85, 0.903107
0, 15, 3900, 0.91, 0.901919
0, 15, 4000, 0.89, 0.902647
0, 15, 4100, 0.85, 0.90529
0, 16, 0, 0.94, 0.902226
0, 16, 100, 0.91, 0.902954
0, 16, 200, 0.89, 0.901613
0, 16, 300, 0.9, 0.898358
0, 16, 400, 0.88, 0.885643
0, 16, 500, 0.86, 0.899928
0, 16, 600, 0.93, 0.8956
0, 16, 700, 0.9, 0.89809
0, 16, 800, 0.9, 0.899966
0, 16, 900, 0.92, 0.904064
0, 16, 1000, 0.93, 0.903107
0, 16, 1100, 0.86, 0.897094
0, 16, 1200, 0.89, 0.905175
0, 16, 1300, 0.92, 0.902839
0, 16, 1400, 0.85, 0.901
0, 16, 1500, 0.93, 0.906592
0, 16, 1600, 0.88, 0.898549
0, 16, 1700, 0.89, 0.905251
0, 16, 1800, 0.93, 0.903528
0, 16, 1900, 0.88, 0.889204
0, 16, 2000, 0.93, 0.908813
0, 16, 2100, 0.9, 0.894605
0, 16, 2200, 0.86, 0.899622
0, 16, 2300, 0.89, 0.908239
0, 16, 2400, 0.95, 0.906171
0, 16, 2500, 0.91, 0.907894
0, 16, 2600, 0.91, 0.906898
0, 16, 2700, 0.91, 0.906515
0, 16, 2800, 0.93, 0.903643
0, 16, 2900, 0.92, 0.907358
0, 16, 3000, 0.88, 0.908468
0, 16, 3100, 0.98, 0.907779
0, 16, 3200, 0.94, 0.906745
0, 16, 3300, 0.9, 0.905749
0, 16, 3400, 0.93, 0.890277
0, 16, 3500, 0.91, 0.896175
0, 16, 3600, 0.91, 0.906285
0, 16, 3700, 0.9, 0.89449
0, 16, 3800, 0.92, 0.905788
0, 16, 3900, 0.91, 0.903336
0, 16, 4000, 0.93, 0.90349
0, 16, 4100, 0.88, 0.904217
0, 17, 0, 0.93, 0.906017
0, 17, 100, 0.95, 0.908315
0, 17, 200, 0.87, 0.902685
0, 17, 300, 0.88, 0.903451
0, 17, 400, 0.93, 0.901383
0, 17, 500, 0.92, 0.901422
0, 17, 600, 0.9, 0.905481
0, 17, 700, 0.89, 0.898281
0, 17, 800, 0.91, 0.906745
0, 17, 900, 0.87, 0.901
0, 17, 1000, 0.88, 0.90146
0, 17, 1100, 0.96, 0.907396
0, 17, 1200, 0.92, 0.894566
0, 17, 1300, 0.94, 0.906285
0, 17, 1400, 0.82, 0.897285
0, 17, 1500, 0.89, 0.909273
0, 17, 1600, 0.91, 0.906094
0, 17, 1700, 0.93, 0.907932
0, 17, 1800, 0.9, 0.905136
0, 17, 1900, 0.92, 0.910154
0, 17, 2000, 0.91, 0.907128
0, 17, 2100, 0.87, 0.904447
0, 17, 2200, 0.91, 0.907358
0, 17, 2300, 0.89, 0.904217
0, 17, 2400, 0.97, 0.903988
0, 17, 2500, 0.92, 0.905022
0, 17, 2600, 0.93, 0.90686
0, 17, 2700, 0.93, 0.908124
0, 17, 2800, 0.91, 0.907817
0, 17, 2900, 0.93, 0.897285
0, 17, 3000, 0.9, 0.906439
0, 17, 3100, 0.89, 0.907549
0, 17, 3200, 0.95, 0.899813
0, 17, 3300, 0.87, 0.907434
0, 17, 3400, 0.9, 0.905634
0, 17, 3500, 0.89, 0.903605
0, 17, 3600, 0.86, 0.899239
0, 17, 3700, 0.93, 0.906477
0, 17, 3800, 0.85, 0.902494
0, 17, 3900, 0.95, 0.906822
0, 17, 4000, 0.89, 0.899775
0, 17, 4100, 0.9, 0.90663
0, 18, 0, 0.94, 0.903068
0, 18, 100, 0.9, 0.908047
0, 18, 200, 0.9, 0.907741
0, 18, 300, 0.9, 0.907166
0, 18, 400, 0.9, 0.90617
0, 18, 500, 0.92, 0.906707
0, 18, 600, 0.92, 0.902111
0, 18, 700, 0.87, 0.902724
0, 18, 800, 0.91, 0.909158
0, 18, 900, 0.93, 0.903528
0, 18, 1000, 0.91, 0.90663
0, 18, 1100, 0.98, 0.907702
0, 18, 1200, 0.89, 0.906017
0, 18, 1300, 0.92, 0.900426
0, 18, 1400, 0.92, 0.905328
0, 18, 1500, 0.88, 0.904294
0, 18, 1600, 0.91, 0.901958
0, 18, 1700, 0.91, 0.903183
0, 18, 1800, 0.92, 0.907702
0, 18, 1900, 0.9, 0.908315
0, 18, 2000, 0.87, 0.908966
0, 18, 2100, 0.95, 0.907281
0, 18, 2200, 0.9, 0.901575
0, 18, 2300, 0.94, 0.906094
0, 18, 2400, 0.95, 0.904064
0, 18, 2500, 0.93, 0.906285
0, 18, 2600, 0.97, 0.900426
0, 18, 2700, 0.9, 0.901805
0, 18, 2800, 0.91, 0.895983
0, 18, 2900, 0.91, 0.902034
0, 18, 3000, 0.92, 0.899009
0, 18, 3100, 0.95, 0.900349
0, 18, 3200, 0.89, 0.901077
0, 18, 3300, 0.88, 0.907741
0, 18, 3400, 0.93, 0.907856
0, 18, 3500, 0.88, 0.907205
0, 18, 3600, 0.95, 0.911188
0, 18, 3700, 0.93, 0.907128
0, 18, 3800, 0.92, 0.899507
0, 18, 3900, 0.96, 0.90483
0, 18, 4000, 0.92, 0.908468
0, 18, 4100, 0.94, 0.90709
0, 19, 0, 0.9, 0.908277
0, 19, 100, 0.9, 0.902379
0, 19, 200, 0.92, 0.902149
0, 19, 300, 0.91, 0.905902
0, 19, 400, 0.87, 0.905098
0, 19, 500, 0.92, 0.904524
0, 19, 600, 0.87, 0.905902
0, 19, 700, 0.97, 0.906975
0, 19, 800, 0.94, 0.905098
0, 19, 900, 0.9, 0.905136
0, 19, 1000, 0.88, 0.898741
0, 19, 1100, 0.93, 0.907243
0, 19, 1200, 0.91, 0.909273
0, 19, 1300, 0.89, 0.897209
0, 19, 1400, 0.92, 0.909005
0, 19, 1500, 0.87, 0.905902
0, 19, 1600, 0.92, 0.903719
0, 19, 1700, 0.92, 0.897783
0, 19, 1800, 0.9, 0.908047
0, 19, 1900, 0.89, 0.906822
0, 19, 2000, 0.9, 0.903336
0, 19, 2100, 0.95, 0.905213
0, 19, 2200, 0.87, 0.904868
0, 19, 2300, 0.92, 0.903298
0, 19, 2400, 0.93, 0.906822
0, 19, 2500, 0.91, 0.908736
0, 19, 2600, 0.92, 0.906936
0, 19, 2700, 0.94, 0.905251
0, 19, 2800, 0.9, 0.898626
0, 19, 2900, 0.89, 0.902379
0, 19, 3000, 0.9, 0.892077
0, 19, 3100, 0.9, 0.901307
0, 19, 3200, 0.95, 0.906247
0, 19, 3300, 0.92, 0.907396
0, 19, 3400, 0.93, 0.907894
0, 19, 3500, 0.86, 0.905098
0, 19, 3600, 0.91, 0.906362
0, 19, 3700, 0.92, 0.910039
0, 19, 3800, 0.91, 0.904102
0, 19, 3900, 0.92, 0.907779
0, 19, 4000, 0.87, 0.903566
0, 19, 4100, 0.92, 0.906171
0, 20, 0, 0.93, 0.9028
0, 20, 100, 0.95, 0.903298
0, 20, 200, 0.93, 0.900311
0, 20, 300, 0.95, 0.907664
0, 20, 400, 0.91, 0.905634
0, 20, 500, 0.89, 0.892
0, 20, 600, 0.91, 0.902226
0, 20, 700, 0.91, 0.906936
0, 20, 800, 0.95, 0.906094
0, 20, 900, 0.87, 0.904715
0, 20, 1000, 0.88, 0.904715
0, 20, 1100, 0.92, 0.899736
0, 20, 1200, 0.9, 0.903796
0, 20, 1300, 0.9, 0.904332
0, 20, 1400, 0.87, 0.900617
0, 20, 1500, 0.91, 0.88706
0, 20, 1600, 0.84, 0.896979
0, 20, 1700, 0.93, 0.906668
0, 20, 1800, 0.9, 0.907281
0, 20, 1900, 0.89, 0.903413
0, 20, 2000, 0.87, 0.905481
0, 20, 2100, 0.85, 0.904026
0, 20, 2200, 0.95, 0.905328
0, 20, 2300, 0.92, 0.905481
0, 20, 2400, 0.92, 0.897745
0, 20, 2500, 0.85, 0.904409
0, 20, 2600, 0.89, 0.904294
0, 20, 2700, 0.86, 0.88457
0, 20, 2800, 0.91, 0.902494
0, 20, 2900, 0.94, 0.907281
0, 20, 3000, 0.87, 0.899124
0, 20, 3100, 0.91, 0.904715
0, 20, 3200, 0.91, 0.905481
0, 20, 3300, 0.89, 0.907051
0, 20, 3400, 0.91, 0.904141
0, 20, 3500, 0.95, 0.904907
0, 20, 3600, 0.92, 0.902226
0, 20, 3700, 0.85, 0.886141
0, 20, 3800, 0.91, 0.901422
0, 20, 3900, 0.94, 0.904332
0, 20, 4000, 0.93, 0.906477
0, 20, 4100, 0.87, 0.906707
0, 21, 0, 0.91, 0.900158
0, 21, 100, 0.89, 0.899966
0, 21, 200, 0.89, 0.891924
0, 21, 300, 0.95, 0.904447
0, 21, 400, 0.88, 0.898587
0, 21, 500, 0.92, 0.90169
0, 21, 600, 0.94, 0.90686
0, 21, 700, 0.88, 0.90437
0, 21, 800, 0.9, 0.902494
0, 21, 900, 0.94, 0.905673
0, 21, 1000, 0.92, 0.90483
0, 21, 1100, 0.95, 0.898396
0, 21, 1200, 0.94, 0.905596
0, 21, 1300, 0.92, 0.90483
0, 21, 1400, 0.9, 0.901881
0, 21, 1500, 0.87, 0.903375
0, 21, 1600, 0.92, 0.899315
0, 21, 1700, 0.94, 0.900234
0, 21, 1800, 0.94, 0.903949
0, 21, 1900, 0.83, 0.905519
0, 21, 2000, 0.88, 0.906783
0, 21, 2100, 0.88, 0.908162
0, 21, 2200, 0.93, 0.90303
0, 21, 2300, 0.96, 0.90617
0, 21, 2400, 0.91, 0.901498
0, 21, 2500, 0.94, 0.891732
0, 21, 2600, 0.93, 0.90709
0, 21, 2700, 0.9, 0.902877
0, 21, 2800, 0.9, 0.898856
0, 21, 2900, 0.94, 0.904294
0, 21, 3000, 0.88, 0.90889
0, 21, 3100, 0.88, 0.89989
0, 21, 3200, 0.89, 0.906822
0, 21, 3300, 0.9, 0.906554
0, 21, 3400, 0.92, 0.902188
0, 21, 3500, 0.91, 0.904639
0, 21, 3600, 0.88, 0.904868
0, 21, 3700, 0.94, 0.905634
0, 21, 3800, 0.9, 0.906209
0, 21, 3900, 0.92, 0.895485
0, 21, 4000, 0.91, 0.907702
0, 21, 4100, 0.96, 0.904447
0, 22, 0, 0.93, 0.901
0, 22, 100, 0.89, 0.900119
0, 22, 200, 0.89, 0.904141
0, 22, 300, 0.91, 0.908736
0, 22, 400, 0.89, 0.908085
0, 22, 500, 0.88, 0.904715
0, 22, 600, 0.96, 0.908392
0, 22, 700, 0.92, 0.90866
0, 22, 800, 0.94, 0.906592
0, 22, 900, 0.94, 0.906247
0, 22, 1000, 0.87, 0.903183
0, 22, 1100, 0.92, 0.905405
0, 22, 1200, 0.96, 0.907396
0, 22, 1300, 0.92, 0.905979
0, 22, 1400, 0.92, 0.903873
0, 22, 1500, 0.87, 0.904064
0, 22, 1600, 0.9, 0.906554
0, 22, 1700, 0.89, 0.904409
0, 22, 1800, 0.93, 0.89786
0, 22, 1900, 0.85, 0.892728
0, 22, 2000, 0.92, 0.907626
0, 22, 2100, 0.91, 0.907281
0, 22, 2200, 0.89, 0.904179
0, 22, 2300, 0.93, 0.906668
0, 22, 2400, 0.89, 0.902302
0, 22, 2500, 0.94, 0.900924
0, 22, 2600, 0.91, 0.897477
0, 22, 2700, 0.92, 0.906783
0, 22, 2800, 0.95, 0.901307
0, 22, 2900, 0.89, 0.901307
0, 22, 3000, 0.9, 0.905022
0, 22, 3100, 0.9, 0.903949
0, 22, 3200, 0.94, 0.905137
0, 22, 3300, 0.92, 0.90617
0, 22, 3400, 0.95, 0.904754
0, 22, 3500, 0.9, 0.904064
0, 22, 3600, 0.95, 0.902609
0, 22, 3700, 0.91, 0.90663
0, 22, 3800, 0.93, 0.901307
0, 22, 3900, 0.92, 0.899622
0, 22, 4000, 0.93, 0.902379
0, 22, 4100, 0.91, 0.903107
0, 23, 0, 0.95, 0.90866
0, 23, 100, 0.93, 0.90506
0, 23, 200, 0.93, 0.905711
0, 23, 300, 0.92, 0.905213
0, 23, 400, 0.9, 0.903949
0, 23, 500, 0.88, 0.904677
0, 23, 600, 0.92, 0.903566
0, 23, 700, 0.93, 0.881851
0, 23, 800, 0.92, 0.906477
0, 23, 900, 0.87, 0.881545
0, 23, 1000, 0.9, 0.900694
0, 23, 1100, 0.92, 0.903221
0, 23, 1200, 0.94, 0.904485
0, 23, 1300, 0.89, 0.905979
0, 23, 1400, 0.92, 0.901613
0, 23, 1500, 0.91, 0.903375
0, 23, 1600, 0.91, 0.903719
0, 23, 1700, 0.95, 0.901843
0, 23, 1800, 0.8, 0.9028
0, 23, 1900, 0.9, 0.906056
0, 23, 2000, 0.93, 0.904026
0, 23, 2100, 0.91, 0.903758
0, 23, 2200, 0.92, 0.905443
0, 23, 2300, 0.91, 0.908239
0, 23, 2400, 0.87, 0.906017
0, 23, 2500, 0.89, 0.905864
0, 23, 2600, 0.94, 0.903451
0, 23, 2700, 0.94, 0.902877
0, 23, 2800, 0.87, 0.896328
0, 23, 2900, 0.87, 0.906898
0, 23, 3000, 0.93, 0.905979
0, 23, 3100, 0.96, 0.903528
0, 23, 3200, 0.89, 0.902226
0, 23, 3300, 0.89, 0.899736
0, 23, 3400, 0.92, 0.908392
0, 23, 3500, 0.88, 0.909005
0, 23, 3600, 0.93, 0.907588
0, 23, 3700, 0.86, 0.901345
0, 23, 3800, 0.93, 0.899775
0, 23, 3900, 0.85, 0.907205
0, 23, 4000, 0.88, 0.907243
0, 23, 4100, 0.86, 0.907128
0, 24, 0, 0.91, 0.907051
0, 24, 100, 0.92, 0.906554
0, 24, 200, 0.96, 0.906324
0, 24, 300, 0.85, 0.907166
0, 24, 400, 0.9, 0.905634
0, 24, 500, 0.91, 0.907817
0, 24, 600, 0.95, 0.903949
0, 24, 700, 0.93, 0.9028
0, 24, 800, 0.93, 0.909081
0, 24, 900, 0.89, 0.908775
0, 24, 1000, 0.91, 0.906745
0, 24, 1100, 0.95, 0.907741
0, 24, 1200, 0.9, 0.908162
0, 24, 1300, 0.95, 0.90437
0, 24, 1400, 0.96, 0.902685
0, 24, 1500, 0.91, 0.902762
0, 24, 1600, 0.92, 0.900234
0, 24, 1700, 0.84, 0.907817
0, 24, 1800, 0.9, 0.907817
0, 24, 1900, 0.9, 0.903643
0, 24, 2000, 0.91, 0.905443
0, 24, 2100, 0.91, 0.904945
0, 24, 2200, 0.91, 0.903068
0, 24, 2300, 0.96, 0.905864
0, 24, 2400, 0.86, 0.906707
0, 24, 2500, 0.92, 0.901651
0, 24, 2600, 0.89, 0.908277
0, 24, 2700, 0.94, 0.908277
0, 24, 2800, 0.87, 0.901613
0, 24, 2900, 0.91, 0.901996
0, 24, 3000, 0.92, 0.906668
0, 24, 3100, 0.88, 0.90686
0, 24, 3200, 0.94, 0.90843
0, 24, 3300, 0.89, 0.893264
0, 24, 3400, 0.92, 0.90709
0, 24, 3500, 0.91, 0.907779
0, 24, 3600, 0.91, 0.908162
0, 24, 3700, 0.9, 0.901575
0, 24, 3800, 0.9, 0.893302
0, 24, 3900, 0.95, 0.906324
0, 24, 4000, 0.89, 0.903528
0, 24, 4100, 0.91, 0.905213
0, 25, 0, 0.93, 0.884494
0, 25, 100, 0.93, 0.899545
0, 25, 200, 0.87, 0.908353
0, 25, 300, 0.89, 0.898741
0, 25, 400, 0.87, 0.895485
0, 25, 500, 0.91, 0.909541
0, 25, 600, 0.87, 0.909196
0, 25, 700, 0.92, 0.905098
0, 25, 800, 0.86, 0.901575
0, 25, 900, 0.9, 0.902877
0, 25, 1000, 0.87, 0.906592
0, 25, 1100, 0.86, 0.903949
0, 25, 1200, 0.9, 0.902838
0, 25, 1300, 0.94, 0.907051
0, 25, 1400, 0.91, 0.905443
0, 25, 1500, 0.91, 0.904983
0, 25, 1600, 0.9, 0.905098
0, 25, 1700, 0.91, 0.907434
0, 25, 1800, 0.86, 0.897324
0, 25, 1900, 0.94, 0.905826
0, 25, 2000, 0.91, 0.906247
0, 25, 2100, 0.93, 0.90303
0, 25, 2200, 0.93, 0.906362
0, 25, 2300, 0.92, 0.902073
0, 25, 2400, 0.82, 0.903911
0, 25, 2500, 0.9, 0.899851
0, 25, 2600, 0.9, 0.904294
0, 25, 2700, 0.92, 0.902915
0, 25, 2800, 0.93, 0.901268
0, 25, 2900, 0.94, 0.90686
0, 25, 3000, 0.91, 0.889932
0, 25, 3100, 0.95, 0.907779
0, 25, 3200, 0.96, 0.906898
0, 25, 3300, 0.88, 0.904332
0, 25, 3400, 0.93, 0.908162
0, 25, 3500, 0.93, 0.906707
0, 25, 3600, 0.87, 0.903413
0, 25, 3700, 0.93, 0.908047
0, 25, 3800, 0.93, 0.89786
0, 25, 3900, 0.92, 0.906745
0, 25, 4000, 0.9, 0.90123
0, 25, 4100, 0.93, 0.903873
0, 26, 0, 0.93, 0.907358
0, 26, 100, 0.91, 0.903145
0, 26, 200, 0.93, 0.901154
0, 26, 300, 0.92, 0.907932
0, 26, 400, 0.89, 0.902839
0, 26, 500, 0.94, 0.903528
0, 26, 600, 0.9, 0.907856
0, 26, 700, 0.92, 0.908545
0, 26, 800, 0.91, 0.906745
0, 26, 900, 0.94, 0.90663
0, 26, 1000, 0.94, 0.903528
0, 26, 1100, 0.94, 0.909388
0, 26, 1200, 0.94, 0.904332
0, 26, 1300, 0.87, 0.904792
0, 26, 1400, 0.96, 0.905481
0, 26, 1500, 0.91, 0.907205
0, 26, 1600, 0.93, 0.900119
0, 26, 1700, 0.86, 0.903681
0, 26, 1800, 0.93, 0.902188
0, 26, 1900, 0.9, 0.904217
0, 26, 2000, 0.86, 0.900847
0, 26, 2100, 0.9, 0.897592
0, 26, 2200, 0.91, 0.883919
0, 26, 2300, 0.92, 0.906362
0, 26, 2400, 0.92, 0.902992
0, 26, 2500, 0.95, 0.904792
0, 26, 2600, 0.93, 0.905366
0, 26, 2700, 0.92, 0.904103
0, 26, 2800, 0.94, 0.901766
0, 26, 2900, 0.87, 0.90483
0, 26, 3000, 0.9, 0.901
0, 26, 3100, 0.89, 0.904677
0, 26, 3200, 0.91, 0.907166
0, 26, 3300, 0.88, 0.906362
0, 26, 3400, 0.9, 0.904868
0, 26, 3500, 0.9, 0.905864
0, 26, 3600, 0.93, 0.906017
0, 26, 3700, 0.95, 0.905519
0, 26, 3800, 0.91, 0.892996
0, 26, 3900, 0.9, 0.904217
0, 26, 4000, 0.94, 0.90506
0, 26, 4100, 0.97, 0.906132
0, 27, 0, 0.95, 0.89966
0, 27, 100, 0.96, 0.901039
0, 27, 200, 0.91, 0.899928
0, 27, 300, 0.92, 0.908047
0, 27, 400, 0.92, 0.907932
0, 27, 500, 0.89, 0.907626
0, 27, 600, 0.92, 0.904026
0, 27, 700, 0.92, 0.90326
0, 27, 800, 0.94, 0.906285
0, 27, 900, 0.92, 0.904102
0, 27, 1000, 0.95, 0.905711
0, 27, 1100, 0.89, 0.90146
0, 27, 1200, 0.92, 0.898434
0, 27, 1300, 0.93, 0.901728
0, 27, 1400, 0.95, 0.901345
0, 27, 1500, 0.81, 0.900809
0, 27, 1600, 0.96, 0.902226
0, 27, 1700, 0.93, 0.905596
0, 27, 1800, 0.88, 0.89786
0, 27, 1900, 0.89, 0.903413
0, 27, 2000, 0.9, 0.901498
0, 27, 2100, 0.88, 0.90257
0, 27, 2200, 0.91, 0.9046
0, 27, 2300, 0.89, 0.903451
0, 27, 2400, 0.88, 0.902877
0, 27, 2500, 0.87, 0.898013
0, 27, 2600, 0.91, 0.907243
0, 27, 2700, 0.95, 0.905711
0, 27, 2800, 0.95, 0.906171
0, 27, 2900, 0.85, 0.904026
0, 27, 3000, 0.92, 0.903758
0, 27, 3100, 0.9, 0.903988
0, 27, 3200, 0.87, 0.903911
0, 27, 3300, 0.9, 0.90529
0, 27, 3400, 0.89, 0.903068
0, 27, 3500, 0.97, 0.901
0, 27, 3600, 0.9, 0.902685
0, 27, 3700, 0.92, 0.904754
0, 27, 3800, 0.83, 0.891196
0, 27, 3900, 0.91, 0.907549
0, 27, 4000, 0.9, 0.904141
0, 27, 4100, 0.93, 0.907434
0, 28, 0, 0.89, 0.906592
0, 28, 100, 0.92, 0.9082
0, 28, 200, 0.86, 0.902111
0, 28, 300, 0.82, 0.904256
0, 28, 400, 0.95, 0.908124
0, 28, 500, 0.93, 0.903911
0, 28, 600, 0.9, 0.907128
0, 28, 700, 0.94, 0.904792
0, 28, 800, 0.87, 0.907856
0, 28, 900, 0.92, 0.885221
0, 28, 1000, 0.87, 0.894681
0, 28, 1100, 0.9, 0.905788
0, 28, 1200, 0.92, 0.907549
0, 28, 1300, 0.88, 0.886753
0, 28, 1400, 0.92, 0.904332
0, 28, 1500, 0.93, 0.893417
0, 28, 1600, 0.94, 0.904026
0, 28, 1700, 0.95, 0.905902
0, 28, 1800, 0.87, 0.905979
0, 28, 1900, 0.87, 0.901958
0, 28, 2000, 0.89, 0.90506
0, 28, 2100, 0.91, 0.904983
0, 28, 2200, 0.89, 0.908047
0, 28, 2300, 0.88, 0.887634
0, 28, 2400, 0.96, 0.909158
0, 28, 2500, 0.87, 0.904179
0, 28, 2600, 0.87, 0.90686
0, 28, 2700, 0.94, 0.907511
0, 28, 2800, 0.9, 0.899698
0, 28, 2900, 0.9, 0.9064
0, 28, 3000, 0.97, 0.906745
0, 28, 3100, 0.96, 0.903375
0, 28, 3200, 0.87, 0.896596
0, 28, 3300, 0.94, 0.902264
0, 28, 3400, 0.91, 0.906132
0, 28, 3500, 0.9, 0.906898
0, 28, 3600, 0.88, 0.905098
0, 28, 3700, 0.93, 0.903643
0, 28, 3800, 0.89, 0.901575
0, 28, 3900, 0.86, 0.905098
0, 28, 4000, 0.97, 0.905328
0, 28, 4100, 0.9, 0.900962
0, 29, 0, 0.87, 0.90257
0, 29, 100, 0.95, 0.893839
0, 29, 200, 0.85, 0.901996
0, 29, 300, 0.92, 0.904026
0, 29, 400, 0.85, 0.903566
0, 29, 500, 0.9, 0.906017
0, 29, 600, 0.92, 0.907626
0, 29, 700, 0.85, 0.903605
0, 29, 800, 0.95, 0.903528
0, 29, 900, 0.92, 0.907205
0, 29, 1000, 0.94, 0.901651
0, 29, 1100, 0.95, 0.901996
0, 29, 1200, 0.94, 0.905711
0, 29, 1300, 0.92, 0.906056
0, 29, 1400, 0.96, 0.900502
0, 29, 1500, 0.92, 0.899813
0, 29, 1600, 0.88, 0.905098
0, 29, 1700, 0.94, 0.903413
0, 29, 1800, 0.88, 0.904217
0, 29, 1900, 0.86, 0.897094
0, 29, 2000, 0.92, 0.907664
0, 29, 2100, 0.88, 0.90349
0, 29, 2200, 0.88, 0.907779
0, 29, 2300, 0.81, 0.902341
0, 29, 2400, 0.9, 0.906056
0, 29, 2500, 0.88, 0.895983
0, 29, 2600, 0.9, 0.906209
0, 29, 2700, 0.94, 0.905366
0, 29, 2800, 0.91, 0.903834
0, 29, 2900, 0.91, 0.900541
0, 29, 3000, 0.93, 0.91
0, 29, 3100, 0.94, 0.905749
0, 29, 3200, 0.9, 0.905634
0, 29, 3300, 0.87, 0.907741
0, 29, 3400, 0.94, 0.908009
0, 29, 3500, 0.94, 0.902302
0, 29, 3600, 0.9, 0.908315
0, 29, 3700, 0.93, 0.906783
0, 29, 3800, 0.89, 0.907281
0, 29, 3900, 0.86, 0.903834
0, 29, 4000, 0.9, 0.908315
0, 29, 4100, 0.94, 0.906094
0, 30, 0, 0.92, 0.901039
0, 30, 100, 0.88, 0.907434
0, 30, 200, 0.9, 0.90866
0, 30, 300, 0.91, 0.894604
0, 30, 400, 0.84, 0.906745
0, 30, 500, 0.96, 0.907281
0, 30, 600, 0.91, 0.904447
0, 30, 700, 0.96, 0.902341
0, 30, 800, 0.93, 0.905366
0, 30, 900, 0.89, 0.907741
0, 30, 1000, 0.91, 0.898358
0, 30, 1100, 0.91, 0.906439
0, 30, 1200, 0.89, 0.905022
0, 30, 1300, 0.91, 0.902264
0, 30, 1400, 0.91, 0.903566
0, 30, 1500, 0.86, 0.88683
0, 30, 1600, 0.89, 0.899315
0, 30, 1700, 0.91, 0.906592
0, 30, 1800, 0.92, 0.906707
0, 30, 1900, 0.94, 0.906209
0, 30, 2000, 0.91, 0.893762
0, 30, 2100, 0.86, 0.904447
0, 30, 2200, 0.87, 0.905405
0, 30, 2300, 0.91, 0.902839
0, 30, 2400, 0.89, 0.902762
0, 30, 2500, 0.86, 0.891196
0, 30, 2600, 0.91, 0.901422
0, 30, 2700, 0.91, 0.904524
0, 30, 2800, 0.96, 0.906554
0, 30, 2900, 0.85, 0.906094
0, 30, 3000, 0.89, 0.908583
0, 30, 3100, 0.93, 0.906477
0, 30, 3200, 0.9, 0.906515
0, 30, 3300, 0.88, 0.90686
0, 30, 3400, 0.88, 0.90843
0, 30, 3500, 0.92, 0.906094
0, 30, 3600, 0.95, 0.905098
0, 30, 3700, 0.91, 0.906094
0, 30, 3800, 0.93, 0.90529
0, 30, 3900, 0.9, 0.907319
0, 30, 4000, 0.87, 0.906668
0, 30, 4100, 0.87, 0.904754
0, 31, 0, 0.93, 0.906324
0, 31, 100, 0.89, 0.907779
0, 31, 200, 0.93, 0.899468
0, 31, 300, 0.93, 0.90483
0, 31, 400, 0.88, 0.906324
0, 31, 500, 0.87, 0.906094
0, 31, 600, 0.91, 0.906094
0, 31, 700, 0.86, 0.905405
0, 31, 800, 0.94, 0.90843
0, 31, 900, 0.93, 0.90797
0, 31, 1000, 0.88, 0.901881
0, 31, 1100, 0.9, 0.893839
0, 31, 1200, 0.94, 0.905634
0, 31, 1300, 0.86, 0.904294
0, 31, 1400, 0.93, 0.905864
0, 31, 1500, 0.9, 0.900617
0, 31, 1600, 0.95, 0.906936
0, 31, 1700, 0.93, 0.90483
0, 31, 1800, 0.91, 0.907166
0, 31, 1900, 0.94, 0.906247
0, 31, 2000, 0.94, 0.902073
0, 31, 2100, 0.9, 0.906477
0, 31, 2200, 0.93, 0.908162
0, 31, 2300, 0.95, 0.9028
0, 31, 2400, 0.95, 0.907013
0, 31, 2500, 0.9, 0.907856
0, 31, 2600, 0.86, 0.907166
0, 31, 2700, 0.92, 0.905979
0, 31, 2800, 0.91, 0.901268
0, 31, 2900, 0.93, 0.906822
0, 31, 3000, 0.91, 0.903719
0, 31, 3100, 0.86, 0.905634
0, 31, 3200, 0.86, 0.906209
0, 31, 3300, 0.92, 0.907702
0, 31, 3400, 0.94, 0.902762
0, 31, 3500, 0.86, 0.902226
0, 31, 3600, 0.92, 0.905979
0, 31, 3700, 0.88, 0.905328
0, 31, 3800, 0.85, 0.909043
0, 31, 3900, 0.93, 0.907319
0, 31, 4000, 0.87, 0.905366
0, 31, 4100, 0.89, 0.904294
0, 32, 0, 0.89, 0.908047
0, 32, 100, 0.87, 0.9064
0, 32, 200, 0.88, 0.899239
0, 32, 300, 0.91, 0.909005
0, 32, 400, 0.9, 0.905673
0, 32, 500, 0.93, 0.90889
0, 32, 600, 0.89, 0.906285
0, 32, 700, 0.93, 0.897324
0, 32, 800, 0.84, 0.900273
0, 32, 900, 0.93, 0.906362
0, 32, 1000, 0.88, 0.907626
0, 32, 1100, 0.94, 0.907051
